acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
0.9725,0.4653,9.9936,10.0516,0.083225,39.48,0.88,78.7,41.7,1.6215,40.8,10.353,46.68,0.6623,2.6774,29.6395,0.5298,2,Stressed
0.148,0.7281,10.1197,10.147,0.06502,38.64,0.04,71.2,24.2,1.1858,56.3,6.6616,23.46,0.3054,0.9608,46.0678,0.3401,0,Healthy
0.0051,0.0006,9.7618,9.7618,0.001606,40.18,1.58,87.8,16.3,0.0538,22.8,19.9652,70.27,0.3639,1.4931,179.1291,0.1859,1,Sick
0.0214,0.0127,9.7868,9.7868,0.000177,38.16,0.44,52.3,12.8,0.0573,22.3,4.1006,16.26,0.0177,0.0764,899.7781,0.2452,3,Inactive
-0.7514,-0.293,9.7587,9.792,0.271467,39.53,0.93,116.4,47.0,1.0957,22.7,11.3922,44.59,0.8038,2.6959,20.0486,0.4039,2,Stressed
-0.1092,0.4959,9.3891,9.4028,0.057062,38.21,0.39,75.9,25.3,1.026,63.0,6.2402,22.26,0.3482,1.473,44.337,0.3328,0,Healthy
0.4363,0.0906,10.0904,10.1002,0.089791,39.8,1.2,100.0,39.7,0.8073,26.0,9.2693,39.05,0.6816,2.5887,22.9434,0.3964,2,Stressed
0.2035,0.2798,9.5973,9.6036,0.044049,38.38,0.22,68.8,26.8,0.696,67.9,6.1083,25.0,0.2689,1.0844,43.1769,0.3893,0,Healthy
0.0814,-0.0048,9.9132,9.9136,0.003733,40.36,1.76,82.5,9.4,0.1894,8.4,15.9585,73.38,0.3745,2.143,166.4367,0.1143,1,Sick
-0.1903,0.7031,9.8165,9.8435,0.042009,39.14,0.54,73.1,28.7,0.9,63.7,5.0308,21.38,0.2875,0.9497,54.7765,0.3933,0,Healthy
0.0075,0.0191,9.799,9.799,7.6e-05,37.85,0.75,53.7,13.9,0.0376,15.5,3.5569,15.66,0.0183,0.0684,890.5488,0.2589,3,Inactive
0.0035,0.028,9.8093,9.8093,0.000122,38.12,0.48,46.1,8.8,0.0322,19.7,3.4649,15.94,0.0164,0.0706,899.9741,0.1899,3,Inactive
0.0124,0.0269,9.7925,9.7925,0.000151,37.62,0.98,47.7,12.9,0.0569,13.8,4.3381,19.46,0.0143,0.0478,931.9902,0.2697,3,Inactive
-0.2412,0.4328,9.8854,9.8978,0.255225,39.58,0.98,104.1,42.8,0.7493,34.5,12.3517,43.25,0.9324,3.2939,20.1027,0.4107,2,Stressed
0.3476,0.4373,9.7242,9.7403,0.077497,38.28,0.32,60.4,27.3,0.8706,62.3,7.5609,29.8,0.4214,1.7785,47.8507,0.4516,0,Healthy
-0.0141,-0.2558,10.0288,10.0321,0.030624,38.72,0.12,59.6,25.4,0.4888,53.4,5.0823,20.84,0.3519,1.2881,58.3737,0.4257,0,Healthy
0.8299,-0.2124,9.6719,9.7098,0.331734,38.96,0.36,112.4,41.7,1.1804,30.4,10.0162,54.13,0.7749,2.8945,19.7397,0.3709,2,Stressed
0.7034,0.0263,9.5951,9.6209,0.024887,39.11,0.51,59.2,28.2,0.9447,63.9,7.3906,33.95,0.2476,0.9806,44.6532,0.4761,0,Healthy
0.2089,-0.0796,9.7388,9.7413,0.059622,38.6,0.0,72.5,28.4,0.3597,55.9,6.3381,22.86,0.3171,1.1977,42.7273,0.3922,0,Healthy
0.9881,0.768,10.3669,10.4422,0.171563,39.7,1.1,90.9,40.1,2.313,42.6,12.1433,54.22,0.5959,2.3006,21.5564,0.441,2,Stressed
0.5635,0.5089,9.9143,9.9433,0.030597,38.49,0.11,67.7,18.1,1.1767,65.9,5.8226,23.55,0.3192,1.2317,50.1034,0.2668,0,Healthy
0.3177,0.2581,9.6651,9.6738,0.024361,38.6,0.0,67.7,19.8,0.7207,55.5,7.6586,33.12,0.3102,1.23,56.4711,0.2924,0,Healthy
-0.3372,-0.4227,9.661,9.6761,0.040596,39.12,0.52,80.0,26.5,0.9089,51.3,6.6898,26.51,0.2428,0.9777,42.0123,0.3307,0,Healthy
0.7757,0.6744,10.1161,10.1682,0.030216,38.86,0.26,72.4,21.6,1.7562,64.6,5.3853,20.77,0.3521,1.5809,55.1027,0.2987,0,Healthy
-0.463,-0.1728,9.7419,9.7545,0.070325,39.21,0.61,100.0,33.5,0.7039,31.5,8.185,26.13,0.8831,3.3873,26.1527,0.3347,2,Stressed
0.0118,0.029,9.8025,9.8026,0.001333,37.01,1.59,86.5,48.1,0.0482,12.4,19.7402,89.69,0.1299,0.6032,194.4479,0.5558,1,Sick
-0.023,0.0346,9.7973,9.7974,0.000115,37.48,1.12,40.2,7.9,0.0703,28.2,3.9426,14.88,0.0235,0.0914,843.6868,0.1973,3,Inactive
0.3739,-0.0583,10.4061,10.413,0.116038,39.42,0.82,97.9,37.2,1.0283,20.5,9.7155,37.9,0.5878,2.3802,21.1955,0.3806,2,Stressed
-0.0964,0.0575,9.9748,9.9755,0.042145,38.48,0.12,62.6,27.0,0.3186,58.4,6.7453,25.58,0.3105,1.2034,40.5423,0.4307,0,Healthy
0.0287,-0.0142,9.8068,9.8069,5.7e-05,38.04,0.56,47.2,9.8,0.046,24.4,4.2049,17.01,0.0169,0.066,1042.5124,0.2075,3,Inactive
0.0137,0.0392,9.846,9.8461,0.001062,36.73,1.87,117.0,15.4,0.0889,0.0,16.2856,66.77,0.3661,2.0749,199.9835,0.1317,1,Sick
1.1331,1.1194,10.1279,10.2523,0.193232,39.23,0.63,94.4,43.3,2.5703,23.3,10.4232,45.6,0.642,2.3802,23.9503,0.4587,2,Stressed
0.0045,0.0043,9.8029,9.8029,0.000119,37.9,0.7,42.2,15.0,0.0159,30.3,4.8993,18.52,0.0187,0.0783,737.3229,0.3561,3,Inactive
0.0176,-0.0004,9.8096,9.8096,4.3e-05,38.01,0.59,41.7,14.5,0.0184,30.2,4.2797,16.13,0.0172,0.0582,867.868,0.349,3,Inactive
-0.0055,0.0538,9.8392,9.8393,0.000757,37.18,1.42,90.3,41.4,0.0884,35.7,20.4261,72.58,0.3493,1.7214,245.5294,0.4578,1,Sick
-0.0015,-0.0149,9.8195,9.8195,7.4e-05,38.1,0.5,56.2,13.4,0.026,16.0,4.3043,17.06,0.017,0.0569,1034.6837,0.2392,3,Inactive
-0.2244,-0.0149,9.471,9.4737,0.038645,39.02,0.42,68.0,27.1,0.5783,58.4,5.9827,22.86,0.3397,1.2491,45.7528,0.3984,0,Healthy
1.2007,0.6289,9.547,9.6427,0.227673,39.84,1.24,114.8,45.1,2.0926,35.6,9.5569,37.14,0.6245,3.1025,21.2082,0.3928,2,Stressed
0.5959,-0.2003,9.7934,9.8135,0.053237,38.79,0.19,70.7,26.2,0.8128,50.9,7.7188,32.4,0.3613,1.368,53.2779,0.3709,0,Healthy
0.0171,0.0175,9.807,9.807,0.000114,38.0,0.6,42.2,18.5,0.0376,18.8,3.8082,14.71,0.014,0.0567,878.6422,0.4387,3,Inactive
0.1911,-0.058,9.811,9.813,0.00169,40.89,2.29,68.6,8.3,0.2501,17.1,16.5229,68.53,0.314,1.3046,210.7193,0.1204,1,Sick
0.5624,0.07,9.8477,9.864,0.025216,38.5,0.1,70.7,26.9,0.6701,49.0,6.73,29.84,0.2865,1.1281,54.927,0.3807,0,Healthy
0.0549,-0.1045,9.8788,9.8795,0.003851,37.06,1.54,100.5,12.1,0.2282,22.0,15.1012,66.29,0.3658,2.0806,185.3168,0.1207,1,Sick
0.1237,0.2371,10.0836,10.0872,0.032826,38.87,0.27,61.7,21.9,0.6344,62.5,7.7958,30.73,0.2585,1.0186,50.7405,0.3551,0,Healthy
0.7173,0.0982,9.6816,9.7086,0.094511,39.92,1.32,111.7,47.1,0.944,43.9,10.3755,37.11,0.688,2.3955,24.208,0.4218,2,Stressed
0.1157,-0.0484,9.7351,9.7359,0.003685,41.66,3.06,103.6,13.7,0.239,18.6,15.9303,67.64,0.3907,1.437,170.7786,0.1322,1,Sick
0.0412,-0.0291,9.8265,9.8266,0.001149,40.21,1.61,114.9,41.3,0.0868,24.8,22.1857,76.13,0.1307,0.6495,178.5515,0.3595,1,Sick
0.9001,0.5469,10.0756,10.1305,0.095949,38.67,0.07,96.2,37.7,1.7126,21.4,7.78,29.34,0.7005,2.8339,24.1694,0.3919,2,Stressed
-0.0394,0.5571,9.9033,9.9191,0.324881,40.19,1.59,92.0,40.0,0.6899,23.9,9.245,35.02,0.666,2.8979,19.998,0.4348,2,Stressed
0.4739,-0.0025,9.7294,9.7409,0.03928,38.63,0.03,66.2,24.8,0.557,57.6,6.6621,29.17,0.3201,1.1502,44.3039,0.374,0,Healthy
1.0451,-0.0491,9.6033,9.6601,0.266849,39.76,1.16,108.7,43.7,1.3009,10.9,9.9031,40.81,0.7337,2.6959,21.3543,0.4016,2,Stressed
0.036,0.1206,9.6987,9.6995,0.004774,40.6,2.0,105.6,59.3,0.2678,0.0,14.25,52.46,0.2956,1.2549,162.4652,0.5616,1,Sick
0.0215,0.0082,9.8088,9.8089,0.000132,38.18,0.42,46.0,9.8,0.0309,15.8,4.2445,17.23,0.0114,0.0452,972.2942,0.2127,3,Inactive
-0.2176,0.6945,9.8844,9.9111,0.069173,38.6,0.0,94.1,35.5,0.9865,23.6,9.2231,40.47,0.4668,2.0858,26.9179,0.3775,2,Stressed
0.0478,0.0085,9.8149,9.8151,6.7e-05,37.56,1.04,51.6,14.6,0.0613,19.8,3.7059,16.79,0.0186,0.0683,1127.3304,0.2834,3,Inactive
0.6727,0.5552,9.7886,9.8274,0.112167,39.39,0.79,106.1,43.8,1.2493,6.1,9.3435,47.37,0.8989,4.0885,25.4,0.4126,2,Stressed
0.0323,0.0186,9.8382,9.8383,0.001151,37.16,1.44,100.6,11.7,0.0791,0.0,18.2305,65.56,0.1939,0.8703,182.352,0.1165,1,Sick
0.1787,-0.2013,10.0806,10.0842,0.036026,38.35,0.25,64.4,29.3,0.6505,48.3,6.5751,33.96,0.3366,1.2169,55.6151,0.4546,0,Healthy
-0.0144,0.015,9.8158,9.8158,6.8e-05,37.8,0.8,42.0,15.3,0.0352,21.6,3.685,15.26,0.0184,0.0647,873.0865,0.3631,3,Inactive
0.0396,0.1528,9.7648,9.7661,0.003039,36.89,1.71,127.5,15.3,0.2376,24.4,16.8103,56.69,0.2177,1.0364,197.0665,0.1197,1,Sick
0.0827,0.0163,9.7991,9.7994,9e-05,38.13,0.47,52.7,16.4,0.1099,15.1,4.6492,20.36,0.0231,0.1079,870.9786,0.3118,3,Inactive
0.0037,-0.0075,9.8449,9.8449,0.002878,37.27,1.33,116.5,46.0,0.0462,31.2,15.5297,80.16,0.3764,2.143,167.1441,0.3948,1,Sick
-0.1393,0.2893,10.1487,10.1538,0.067182,38.72,0.12,48.7,31.4,0.7673,63.3,7.1264,29.4,0.2341,0.9912,43.3973,0.6451,0,Healthy
-0.0224,0.011,9.8061,9.8061,0.000147,37.59,1.01,54.1,16.9,0.0373,34.2,3.6715,14.19,0.0209,0.0871,765.5538,0.313,3,Inactive
1.3801,0.9206,9.9519,10.0892,0.067524,39.76,1.16,122.0,35.6,2.4426,52.5,9.2182,36.02,0.7949,3.0681,22.326,0.2921,2,Stressed
0.0202,0.0274,9.838,9.8381,0.000146,38.05,0.55,44.0,10.2,0.0756,7.7,3.6591,18.55,0.0193,0.0679,855.7181,0.2315,3,Inactive
0.0113,0.0061,9.7986,9.7986,7.6e-05,38.05,0.55,53.6,17.3,0.0288,21.7,3.5173,16.79,0.0184,0.0683,1111.2098,0.3237,3,Inactive
0.0738,0.0378,9.874,9.8743,0.033162,38.84,0.24,62.6,31.9,0.1756,65.5,5.0684,21.93,0.2979,1.1238,60.2586,0.51,0,Healthy
0.0291,0.0098,9.8266,9.8266,0.000137,37.94,0.66,47.5,18.0,0.0554,23.2,3.551,16.55,0.0176,0.0662,864.6446,0.3796,3,Inactive
0.0907,0.2792,9.6912,9.6956,0.022102,38.3,0.3,60.5,21.3,0.4887,57.7,7.4275,34.05,0.3336,1.4505,55.5889,0.3513,0,Healthy
0.2614,0.4184,9.3672,9.3802,0.246755,39.02,0.42,93.8,34.7,1.1226,20.2,9.0468,43.73,0.6814,3.0927,19.8613,0.3695,2,Stressed
0.04,0.0207,9.7983,9.7984,8.8e-05,37.96,0.64,48.9,12.8,0.0724,33.2,4.2131,17.02,0.017,0.0636,929.1899,0.261,3,Inactive
-0.0936,0.0215,9.8149,9.8154,0.000908,40.99,2.39,109.5,41.7,0.12,19.6,16.2468,67.25,0.1653,0.9055,226.3126,0.3803,1,Sick
0.0654,0.7605,9.5482,9.5787,0.144238,38.85,0.25,111.5,39.9,1.0876,32.1,9.8628,37.65,0.6107,3.3101,23.0175,0.3583,2,Stressed
0.7547,0.2479,9.8328,9.8649,0.037459,38.64,0.04,59.9,22.0,1.0255,58.6,7.5048,32.02,0.306,1.0421,49.6797,0.3671,0,Healthy
0.1727,-0.4411,9.5811,9.5928,0.061687,39.6,1.0,111.3,47.7,0.8427,40.2,10.6168,46.38,0.8662,3.0697,22.9101,0.4284,2,Stressed
-0.5959,0.1451,10.2785,10.2967,0.161937,39.47,0.87,87.0,32.8,1.2094,39.4,10.6105,40.22,0.6481,2.9899,24.9514,0.3775,2,Stressed
0.0192,0.0054,9.8004,9.8004,7.6e-05,37.95,0.65,50.9,11.4,0.0343,20.7,4.7285,20.3,0.0168,0.0662,941.3568,0.2246,3,Inactive
0.1577,-0.3955,9.356,9.3657,0.294692,39.9,1.3,104.3,34.7,1.0072,29.7,12.4153,48.47,0.6188,2.4166,21.462,0.3329,2,Stressed
0.0144,-0.0006,9.8206,9.8206,0.000122,37.68,0.92,52.6,16.0,0.0256,27.4,3.7163,14.19,0.0158,0.0622,925.8652,0.3034,3,Inactive
-0.0059,-0.0066,9.797,9.797,0.000175,37.55,1.05,43.1,13.4,0.0254,18.7,4.0828,16.73,0.0181,0.0783,750.5989,0.3106,3,Inactive
0.0558,0.6244,9.8797,9.8995,0.144424,39.38,0.78,97.7,40.7,0.7498,28.2,12.8081,52.8,0.7164,2.6408,22.9764,0.4166,2,Stressed
1.0313,-0.0278,9.4348,9.491,0.251292,39.4,0.8,91.7,34.3,1.4342,18.2,8.6177,34.71,0.6902,2.6633,24.0851,0.3742,2,Stressed
1.1608,0.6315,9.3306,9.4237,0.222356,39.47,0.87,110.1,45.5,2.2718,44.5,9.0168,34.38,0.6914,2.3607,20.9908,0.4134,2,Stressed
0.2392,-0.0008,9.6889,9.6918,0.029204,38.33,0.27,54.2,26.5,0.3612,52.2,6.4492,26.29,0.293,1.0872,44.2349,0.4888,0,Healthy
0.2209,0.2757,9.7728,9.7792,0.042241,38.64,0.04,74.5,20.2,0.5338,68.5,6.5334,21.77,0.3478,1.5534,49.827,0.271,0,Healthy
-0.4905,0.4078,9.7331,9.754,0.034337,38.35,0.25,67.4,21.1,0.9752,59.0,6.6236,28.5,0.2578,1.0057,49.5256,0.3131,0,Healthy
-0.0493,-0.1454,9.8776,9.8787,0.033901,38.74,0.14,76.8,22.0,0.2623,45.9,8.3599,38.33,0.3344,1.1068,50.7222,0.2871,0,Healthy
-0.1746,0.1048,9.8217,9.8238,0.024138,38.46,0.14,62.0,21.6,0.2911,50.4,7.1277,29.63,0.2449,0.831,49.4385,0.3474,0,Healthy
0.0227,0.0078,9.8143,9.8143,2.2e-05,37.78,0.82,45.9,14.4,0.0348,16.0,3.9781,13.25,0.016,0.0603,830.1547,0.313,3,Inactive
-0.0637,-0.0272,9.7798,9.78,0.0014,40.57,1.97,115.2,41.9,0.1211,3.2,19.4138,72.36,0.4524,1.8799,168.8815,0.3634,1,Sick
0.0843,0.3567,9.8815,9.8883,0.045554,38.53,0.07,64.9,14.7,0.5126,71.1,7.2279,24.6,0.214,0.9784,37.0608,0.227,0,Healthy
-0.2487,-0.2882,9.7102,9.7176,0.054384,38.23,0.37,75.0,19.4,0.6367,63.2,7.3656,25.71,0.278,1.1011,41.7788,0.2591,0,Healthy
0.414,0.0018,9.7257,9.7345,0.039561,38.62,0.02,75.7,25.2,0.5002,46.4,6.8727,27.84,0.2953,1.1055,42.9335,0.3336,0,Healthy
0.0859,-0.0737,9.7622,9.7628,0.001927,36.74,1.86,112.9,11.3,0.2074,12.5,19.149,71.49,0.1712,0.6993,209.1779,0.1002,1,Sick
0.5139,0.2046,9.9515,9.9669,0.031881,38.22,0.38,66.9,25.8,0.86,57.5,6.557,27.14,0.361,1.8413,47.4558,0.3857,0,Healthy
0.8066,-0.1269,9.8027,9.8366,0.037388,38.44,0.16,56.1,28.4,0.9408,45.6,6.5838,29.04,0.2623,0.971,57.0025,0.5052,0,Healthy
0.1431,0.1972,9.4457,9.4488,0.211066,39.68,1.08,93.2,41.8,0.7046,14.1,8.7596,29.98,0.757,2.474,21.7142,0.4484,2,Stressed
0.1397,-0.0592,9.8805,9.8817,0.003953,40.14,1.54,67.4,36.1,0.2693,24.5,16.3418,73.82,0.3639,1.7709,202.5168,0.5362,1,Sick
0.3968,1.7376,9.8796,10.0391,0.332983,39.07,0.47,114.2,41.9,2.204,52.9,10.0871,37.75,0.7288,3.2352,23.9376,0.3671,2,Stressed
0.0657,0.0506,9.7021,9.7025,0.004187,40.41,1.81,80.9,9.9,0.2242,23.9,17.798,87.42,0.3063,1.0366,154.086,0.122,1,Sick
-0.2329,0.2067,9.7644,9.7694,0.058028,38.43,0.17,48.3,24.4,0.4852,54.2,7.3164,39.69,0.3517,1.4732,47.8253,0.5058,0,Healthy
0.0562,0.5724,9.7256,9.7426,0.001634,37.34,1.26,81.8,53.6,0.713,23.0,18.6198,77.33,0.3847,1.165,226.2806,0.6561,1,Sick
0.8028,-0.1367,10.0154,10.0484,0.034682,38.63,0.03,72.3,25.6,1.1449,63.4,4.75,23.24,0.3061,1.1761,42.6463,0.3541,0,Healthy
0.1351,1.285,10.0955,10.1778,0.131811,39.25,0.65,108.4,41.3,1.7056,35.9,10.3836,41.34,0.7904,3.2278,19.7491,0.3809,2,Stressed
-0.1692,-0.0025,9.8707,9.8721,0.000848,40.16,1.56,77.8,13.7,0.2324,22.8,20.7506,81.37,0.0873,0.3914,233.5745,0.1765,1,Sick
0.1441,-0.0834,9.8041,9.8055,0.001331,36.91,1.69,81.9,44.2,0.2335,13.7,17.9432,83.39,0.1486,0.8867,206.9982,0.5395,1,Sick
0.3106,0.0269,9.8644,9.8693,0.144079,39.54,0.94,103.8,46.9,0.3919,38.0,9.5273,54.13,0.8226,3.071,21.5885,0.4513,2,Stressed
-0.6927,-0.1183,9.7443,9.7696,0.00298,37.24,1.36,74.8,37.6,0.8768,17.3,16.2013,69.09,0.2976,1.1557,187.4051,0.5026,1,Sick
-0.3539,0.4761,9.8207,9.8386,0.003839,40.79,2.19,74.5,12.2,0.8408,10.8,17.76,74.52,0.3532,1.6587,191.8086,0.1637,1,Sick
0.0948,0.0686,9.7632,9.7639,0.001485,40.16,1.56,93.9,12.4,0.2103,16.9,20.4523,89.67,0.3488,1.4507,182.5251,0.1323,1,Sick
-0.5915,0.1768,9.8538,9.8731,0.196838,40.01,1.41,98.6,47.1,0.812,27.2,12.1931,62.69,0.8839,3.7589,26.3439,0.4774,2,Stressed
0.0643,-0.0149,9.8797,9.8799,0.002428,40.2,1.6,92.7,13.8,0.1488,11.3,18.0592,63.54,0.2264,1.1676,185.8862,0.1486,1,Sick
0.1573,0.1582,9.6458,9.6484,0.071737,38.61,0.01,56.0,26.7,0.4797,48.0,6.0092,21.42,0.2352,0.9784,38.4568,0.4764,0,Healthy
0.0119,-0.014,9.8094,9.8094,0.000158,37.97,0.63,43.4,16.1,0.0266,20.3,3.6383,13.84,0.0197,0.0612,835.8177,0.3704,3,Inactive
0.0046,0.0004,9.8003,9.8003,0.000175,37.99,0.61,45.5,11.0,0.0146,34.5,3.8084,14.71,0.0181,0.0844,810.6155,0.2425,3,Inactive
-0.1997,0.1871,9.7547,9.7585,0.041666,38.89,0.29,71.2,21.3,0.4421,38.7,7.0896,35.13,0.308,1.2492,44.4752,0.299,0,Healthy
0.0103,0.0875,9.8868,9.8872,0.001792,40.82,2.22,100.6,37.6,0.1746,9.8,15.7362,68.18,0.4057,1.8293,179.6183,0.3732,1,Sick
-0.2349,0.4005,9.4859,9.4972,0.107395,39.53,0.93,93.9,42.5,0.9596,8.9,9.3337,39.05,0.6813,2.5887,22.6019,0.4525,2,Stressed
0.0286,0.0032,9.8176,9.8177,3.1e-05,37.84,0.76,44.9,13.3,0.0394,25.1,3.6139,14.55,0.0165,0.0631,1015.9043,0.2964,3,Inactive
-0.1259,-0.4068,10.3282,10.337,0.351968,39.04,0.44,118.1,27.4,1.051,16.2,12.0337,44.17,0.7415,2.8236,17.8833,0.2315,2,Stressed
0.1334,-0.0697,9.7576,9.7587,0.001678,40.04,1.44,84.9,53.6,0.2555,22.7,18.6614,70.09,0.2174,0.9333,246.9521,0.6319,1,Sick
-0.7483,-0.1362,9.6885,9.7183,0.064553,38.76,0.16,78.7,25.4,1.006,50.8,6.9849,26.97,0.2239,0.8628,46.0567,0.3225,0,Healthy
1.7812,0.421,9.5286,9.7027,0.343243,39.8,1.2,99.7,45.9,2.4837,9.3,11.544,44.17,0.7125,2.8236,19.7407,0.4601,2,Stressed
-0.0136,-0.0142,9.7876,9.7876,0.000138,37.88,0.72,45.1,14.9,0.0503,27.3,3.6401,16.73,0.0174,0.0638,827.2094,0.3306,3,Inactive
-0.0076,0.0069,9.8133,9.8133,5.1e-05,38.09,0.51,40.5,13.9,0.0178,23.7,3.5831,13.9,0.0174,0.0695,935.5994,0.3444,3,Inactive
1.3474,0.696,9.5101,9.6303,0.15881,39.78,1.18,90.4,40.4,2.3433,12.1,11.3562,42.89,0.6914,2.4244,20.1272,0.4473,2,Stressed
-0.0107,0.0096,9.8113,9.8113,8.7e-05,37.62,0.98,54.3,13.4,0.0216,26.9,4.2308,15.91,0.0152,0.0662,847.4141,0.2471,3,Inactive
0.8068,0.1221,10.1529,10.1857,0.279974,39.6,1.0,93.0,40.1,1.2718,28.1,9.0137,32.16,0.5264,2.5892,20.61,0.4311,2,Stressed
0.0864,0.0739,9.8599,9.8606,0.002769,40.71,2.11,79.8,52.3,0.2103,13.1,20.5195,70.26,0.1062,0.5074,207.7722,0.6557,1,Sick
0.0139,0.0182,9.8141,9.8141,5.3e-05,37.89,0.71,38.1,15.9,0.0362,20.0,4.6146,19.98,0.0171,0.0716,1140.223,0.4164,3,Inactive
0.0058,0.0082,9.8076,9.8076,5.7e-05,37.82,0.78,51.4,13.6,0.0164,26.6,3.8392,16.85,0.0169,0.0559,894.9346,0.2651,3,Inactive
0.1054,0.0684,9.8318,9.8326,0.000989,36.75,1.85,89.2,28.4,0.1956,25.2,15.1842,59.22,0.3349,1.4469,216.814,0.318,1,Sick
-0.0055,-0.0116,9.8075,9.8075,7.3e-05,38.15,0.45,55.5,14.2,0.0196,24.2,4.5489,15.65,0.0209,0.0846,865.5243,0.2558,3,Inactive
0.1563,0.0588,9.8033,9.8047,0.000898,37.18,1.42,82.4,41.7,0.2218,5.3,14.7994,66.53,0.3159,1.1773,209.6842,0.5067,1,Sick
-0.0932,-0.0288,9.8212,9.8216,0.00295,40.47,1.87,98.2,47.3,0.1331,14.6,22.2278,76.13,0.2111,1.0636,178.2899,0.4813,1,Sick
0.0208,0.0369,9.8001,9.8002,0.000101,37.98,0.62,50.3,13.7,0.0677,13.4,4.3316,16.37,0.0159,0.0606,1022.1716,0.2721,3,Inactive
-0.4926,0.2898,9.6305,9.6475,0.269451,39.15,0.55,90.8,44.5,0.9619,41.1,12.1432,48.32,0.8431,3.1168,22.538,0.4905,2,Stressed
0.2729,0.1195,9.7713,9.7759,0.022262,38.74,0.14,63.3,20.2,0.4311,64.3,6.7621,25.33,0.332,1.2871,49.1351,0.3197,0,Healthy
0.0068,-0.006,9.819,9.819,0.000153,38.2,0.4,51.2,15.6,0.0218,20.4,4.3464,16.62,0.0172,0.0612,948.189,0.3051,3,Inactive
-0.0448,-0.0346,9.8932,9.8934,0.003542,40.59,1.99,108.7,12.3,0.1627,27.0,15.0686,50.98,0.2335,1.0331,196.2336,0.1134,1,Sick
0.1088,-0.0315,9.8455,9.8462,0.001778,40.07,1.47,96.4,41.9,0.1758,24.2,19.2509,79.32,0.2174,0.9654,239.642,0.4352,1,Sick
0.2481,0.1715,10.7021,10.7063,0.192528,39.06,0.46,89.3,43.1,1.3117,38.4,12.0039,48.73,0.6985,3.8289,21.1528,0.483,2,Stressed
-0.0264,0.5685,9.8644,9.8808,0.037127,38.59,0.01,62.1,26.5,0.6493,68.0,6.1528,26.67,0.3197,1.1502,44.1593,0.4265,0,Healthy
0.2561,0.3783,9.5112,9.5222,0.027061,38.27,0.33,59.0,33.8,0.9333,59.9,6.4058,22.04,0.2713,0.9985,42.9741,0.5718,0,Healthy
0.0046,-0.0102,9.8199,9.8199,4.9e-05,38.19,0.41,43.6,13.0,0.0246,15.3,4.1868,16.13,0.0166,0.0582,832.0644,0.2977,3,Inactive
-0.0164,0.0237,9.81,9.81,4.2e-05,38.11,0.49,49.9,11.7,0.04,31.5,4.1534,17.01,0.0166,0.066,992.9842,0.235,3,Inactive
0.6568,-0.2194,9.8268,9.8512,0.004384,40.33,1.73,119.4,9.2,0.893,8.7,14.5659,60.29,0.2621,1.0658,166.9159,0.0771,1,Sick
0.5195,-0.2491,10.2009,10.2172,0.172798,38.58,0.02,104.8,33.2,1.1595,40.3,9.0282,39.71,0.4956,2.1236,26.6349,0.317,2,Stressed
-0.0121,0.0116,9.81,9.81,9.4e-05,37.55,1.05,45.7,17.3,0.0237,26.9,3.8726,13.46,0.0166,0.0585,918.6445,0.3777,3,Inactive
0.4383,-0.179,9.8036,9.815,0.026196,38.4,0.2,80.3,23.5,0.6237,53.4,6.784,27.84,0.2917,1.0872,45.4829,0.2926,0,Healthy
0.0216,0.1634,9.822,9.8233,0.003964,37.26,1.34,68.4,51.3,0.197,5.7,18.369,87.42,0.3052,1.0366,154.3205,0.75,1,Sick
0.0523,0.1043,9.8918,9.8925,0.004497,36.66,1.94,74.9,8.6,0.2384,15.8,16.4747,69.02,0.4013,1.6356,162.0831,0.1152,1,Sick
0.0963,0.0344,9.8589,9.8594,0.002487,39.87,1.27,103.9,6.4,0.1796,4.1,16.3134,58.55,0.3259,1.2046,191.1658,0.0618,1,Sick
0.7268,-0.2798,9.5917,9.6233,0.204644,39.54,0.94,112.4,47.8,1.2249,39.6,9.9937,40.85,0.8917,3.8856,22.2311,0.4255,2,Stressed
0.714,2.0512,9.329,9.5784,0.261499,39.14,0.54,103.7,39.9,3.2462,37.6,10.4857,46.53,0.7771,2.7352,21.3271,0.3852,2,Stressed
0.0692,0.0672,9.8384,9.8389,0.000932,40.68,2.08,88.9,42.5,0.1648,11.3,18.9852,85.97,0.082,0.4517,215.5089,0.4782,1,Sick
1.284,0.6055,10.2141,10.3123,0.139075,39.6,1.0,83.4,44.2,2.2936,40.9,9.5673,34.75,0.4886,1.9507,23.963,0.5305,2,Stressed
0.1054,0.0123,9.8342,9.8348,0.00091,37.06,1.54,83.0,14.9,0.142,16.2,14.951,58.69,0.1857,0.8769,251.4602,0.1798,1,Sick
-0.4492,-0.2291,9.5694,9.5827,0.458788,38.93,0.33,99.2,47.7,0.9189,41.8,11.3348,50.14,0.6363,2.7403,19.5731,0.4807,2,Stressed
-0.0346,0.2097,9.856,9.8583,0.002118,41.15,2.55,60.5,10.5,0.2903,38.0,17.909,67.4,0.1998,1.1386,202.9619,0.1739,1,Sick
